product_id,product_category,price,asset,product_total_buy,prod_dif_region
0,679,0.012910798122065728,0.00949667616334283,1.0,1.0
1,1376,0.005211267605633803,0.00422602089268756,28.0,5.0
2,1495,0.0041314553990610325,0.003371320037986705,15.0,5.0
3,502,0.0035211267605633804,0.002991452991452991,10.0,3.0
4,502,0.0035211267605633804,0.002991452991452991,18.0,6.0
5,502,0.0035211267605633804,0.002991452991452991,13.0,4.0
6,502,0.0035211267605633804,0.002991452991452991,3.0,2.0
7,502,0.0035211267605633804,0.002991452991452991,21.0,5.0
8,502,0.0033333333333333327,0.002991452991452991,10.0,3.0
9,156,0.0025821596244131463,0.002231718898385565,12.0,5.0
10,163,0.01854460093896713,0.014719848053181384,1.0,1.0
11,1325,0.00539906103286385,0.004036087369420702,12.0,4.0
12,1275,0.02323943661971831,0.01785375118708452,9.0,2.0
13,789,0.018028169014084505,0.01258309591642925,4.0,3.0
14,878,0.0035211267605633804,0.002564102564102564,6.0,3.0
15,1868,0.00647887323943662,0.0050332383665717,60.0,6.0
16,1868,0.003145539906103287,0.00251661918328585,60.0,6.0
17,362,0.0560093896713615,0.04558404558404558,12.0,4.0
18,1358,0.013661971830985916,0.011775878442545108,5.0,4.0
19,1358,0.013661971830985916,0.011775878442545108,10.0,5.0
20,1358,0.006619718309859155,0.005555555555555555,12.0,5.0
21,1358,0.006619718309859155,0.005555555555555555,9.0,3.0
22,1358,0.006619718309859155,0.005555555555555555,7.0,5.0
23,1358,0.009577464788732394,0.008119658119658119,11.0,5.0
24,1358,0.009577464788732394,0.008119658119658119,6.0,3.0
25,1358,0.009577464788732394,0.008119658119658119,6.0,4.0
26,1358,0.013333333333333334,0.016239316239316237,6.0,3.0
27,1358,0.008967136150234742,0.007597340930674263,6.0,2.0
28,1358,0.008967136150234742,0.007597340930674263,3.0,2.0
29,1358,0.008967136150234742,0.007597340930674263,6.0,4.0
30,1358,0.008967136150234742,0.007597340930674263,2.0,2.0
31,1358,0.018122065727699532,0.015194681861348529,7.0,3.0
32,1358,0.008967136150234742,0.007692307692307692,10.0,4.0
33,1358,0.008967136150234742,0.007692307692307692,10.0,3.0
34,1667,0.009107981220657277,0.006742640075973409,4.0,2.0
35,716,0.005211267605633803,0.004036087369420702,3.0,1.0
36,406,0.010938967136150234,0.008547008547008546,2.0,2.0
37,1120,0.005915492957746479,0.004558404558404558,7.0,5.0
38,1120,0.002863849765258216,0.002279202279202279,2.0,2.0
39,962,0.0014553990610328635,0.0011870845204178535,8.0,4.0
40,962,0.0030985915492957746,0.0023741690408357074,6.0,3.0
41,1817,0.0035211267605633804,0.0028490028490028487,1.0,1.0
42,716,0.0025821596244131463,0.001994301994301994,6.0,4.0
43,972,0.013192488262910798,0.0097340930674264,2.0,1.0
44,397,0.004460093896713615,0.003561253561253561,38.0,8.0
45,397,0.008638497652582159,0.007122507122507122,42.0,8.0
46,1847,0.0048826291079812215,0.004273504273504273,15.0,4.0
47,1241,0.009061032863849766,0.0068376068376068385,3.0,2.0
48,588,0.001032863849765258,0.0009496676163342828,13.0,4.0
49,570,0.007746478873239438,0.006885090218423551,10.0,3.0
50,733,0.007746478873239438,0.006885090218423551,85.0,8.0
51,2003,0.0019248826291079811,0.0015669515669515669,3.0,3.0
52,1803,0.006291079812206573,0.006600189933523268,14.0,4.0
53,1803,0.006291079812206573,0.006600189933523268,33.0,6.0
54,1803,0.003286384976525822,0.002943969610636277,12.0,5.0
55,1803,0.0015492957746478873,0.0014719848053181385,1.0,1.0
56,1803,0.0015492957746478873,0.0014719848053181385,7.0,5.0
57,1121,0.044741784037558685,0.0412630579297246,2.0,1.0
58,1904,0.004272300469483568,0.003798670465337132,19.0,5.0
59,1849,0.0026291079812206576,0.0024691358024691358,17.0,4.0
60,87,0.007699530516431925,0.006647673314339981,26.0,7.0
61,87,0.007699530516431925,0.006647673314339981,27.0,7.0
62,87,0.007699530516431925,0.006647673314339981,13.0,5.0
63,87,0.007699530516431925,0.006647673314339981,20.0,5.0
64,87,0.007323943661971831,0.006647673314339981,21.0,5.0
65,87,0.002863849765258216,0.0026115859449192787,41.0,5.0
66,87,0.003004694835680751,0.0026115859449192787,70.0,8.0
67,87,0.003004694835680751,0.0026115859449192787,46.0,8.0
68,87,0.005539906103286385,0.005128205128205128,11.0,6.0
69,87,0.005821596244131456,0.005128205128205128,18.0,4.0
70,87,0.005821596244131456,0.005128205128205128,21.0,6.0
71,197,0.050985915492957744,0.04249762583095916,22.0,3.0
72,197,0.08338028169014085,0.07958214624881291,80.0,8.0
73,519,0.02140845070422535,0.017094017094017092,2.0,2.0
74,1868,0.0025821596244131463,0.002089268755935423,109.0,7.0
75,1868,0.0017840375586854456,0.0013770180436847102,185.0,8.0
76,1868,0.0025821596244131463,0.002089268755935423,44.0,6.0
77,1359,0.009906103286384976,0.007122507122507122,5.0,3.0
78,75,0.008215962441314555,0.006600189933523268,4.0,3.0
79,1460,0.0013615023474178405,0.0010921177587844254,5.0,2.0
80,1460,0.0014553990610328635,0.0010921177587844254,9.0,5.0
